,Author,Affiliation,Publication Date,Journal Title,Title,URL
113,Jeong Byeongju,,2002/05/01,International Economic Review,Policy Uncertainty and Long-Run Investment and Output across Countries*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00019
114,"Alessandra, Jonathan S.  Casella Feinstein",,2002/05/01,International Economic Review,Public goods in trade: on the formation of markets and jurisdictions*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00022
115,Atsushi Inoue; Lutz Kilian,"North Carolina State University, U.S.A.; University of Michigan, U.S.A., and CEPR, U.K.",2002/05/01,International Economic Review,Bootstrapping Smooth Functions of Slope Parameters and Innovation Variances in VAR(∞) Models* ,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00016
116,Sandro Brusco,,2002/05/01,International Economic Review,Unique Implementation of Action Profiles: Necessary and Sufficient Conditions*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00025
117,Kocherlakota Narayana,"University of Minnesota and Federal Reserve Bank of Minneapolis, U.S.A.",2002/05/01,International Economic Review,The Two-money Theorem*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00017
118,Gianmarco Ottaviano; Takatoshi Tabuchi; Jacques-François Thisse,"Università ``L. Bocconi'', Italy; University of Tokyo, Japan; CORE, Université Catholique de Louvain, Belgium, CERAS, Ecole Nationale des Ponts et Chaussées, France; Università ``L. Bocconi'', Italy; University of Tokyo, Japan; CORE, Université Catholique de Louvain, Belgium, CERAS, Ecole Nationale des Ponts et Chaussées, France",2002/05/01,International Economic Review,Agglomeration and Trade Revisited*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00021
119,Rod Falvey; Geoff Reed,"University of Nottingham, U.K.",2002/05/01,International Economic Review,Rules of Origin as Commercial Policy Instruments*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00020
120,John Duffy; Jack Ochs,"University of Pittsburgh, U.S.A.",2002/08/01,International Economic Review,Intrinsically Worthless Objects as Media of Exchange: Experimental Evidence*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00030
121,Armantier Olivier,,2002/08/01,International Economic Review,Deciding Between the Common and Private Values Paradigm: An Application to Experimental Data*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00035
122,Tatsuyoshi Saijo,"Osaka University, Japan",2002/08/01,International Economic Review,Introduction to the Mini-Symposium on New Developments in Experimental Economics,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-2-00028
123,Aleksander Berentsen,,2002/08/01,International Economic Review,On the Distribution of Money Holdings in a Random-Matching Model*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00042
124,Ján Zábojník,,2002/08/01,International Economic Review,A Theory of Trade Secrets in Firms*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00037
125,C. Monica Capra; Jacob K. Goeree; Rosario Gomez; Charles A. Holt,,2002/08/01,International Economic Review,Learning and Noisy Equilibrium Behavior in an Experimental Study of Imperfect Price Competition*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00029
126,Yasar Barut; Dan Kovenock; Charles N. Noussair,,2002/08/01,International Economic Review,A Comparison of Multiple-Unit All-Pay and Winner-Pay Auctions Under Incomplete Information*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00031
127,Ivan Pastine; Tuvana Pastine,"Bilkent University, Turkey, and CEPR",2002/08/01,International Economic Review,"Consumption Externalities, Coordination, and Advertising*",https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00041
128,A. De Waegenaere; H. Polemarchakis; L. Ventura,,2002/08/01,International Economic Review,Asset Markets and Investment Decisions*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00038
129,Robin Boadway;  Katherine Cuff; Nicolas Marceau,,2002/08/01,International Economic Review,Inter-Jurisdictional Competition for Firms*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00034
130,Jay Pil Choi,,2002/08/01,International Economic Review,A Dynamic Analysis of Licensing: The ‘‘Boomerang'’ Effect and Grant-Back Clauses*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00036
131,James C. Cox; Theo Offerman; Mark A. Olson; Arthur J. H. C. Schram,"University of Arizona, U.S.A.; University of Amsterdam, The Netherlands; George Mason University, U.S.A.; and University of Amsterdam, The Netherlands; University of Arizona, U.S.A.; University of Amsterdam, The Netherlands; George Mason University, U.S.A.; and University of Amsterdam, The Netherlands; University of Arizona, U.S.A.; University of Amsterdam, The Netherlands; George Mason University, U.S.A.; and University of Amsterdam, The Netherlands",2002/08/01,International Economic Review,Competition for versus on the Rails: A Laboratory Experiment*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00032
132,Richard A. Brecher; Zhiqi Chen; Ehsan U. Choudhri,"Carleton University, Canada; Carleton University, Canada",2002/08/01,International Economic Review,Unemployment and Growth in the Long Run: an Efficiency-Wage Model With Optimal Savings*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00039
133,Dobrin R. Kolev; Thomas J. Prusa,,2002/08/01,International Economic Review,Dumping And Double Crossing: The (In)Effectiveness Of Cost-Based Trade Policy Under Incomplete Information*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00040
134,Hector Chade; Gustavo Ventura,,2002/08/01,International Economic Review,Taxes and Marriage: A Two-Sided Search Analysis*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00043
135,Fabien Postel-Vinay,,2002/08/01,International Economic Review,The Dynamics of Technological Unemployment*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00033
136,Fabien Postel-Vinay; Jean-Marc Robin,"INRA-LEA, France, University of British Columbia, Canada",2002/11/01,International Economic Review,The Distribution of Earnings in an Equilibrium Search Model with State-Dependent Offers and Counteroffers*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00045
137,Stephen G. Cecchetti; Nelson C. Mark; Robert J. Sonora,"Department of Economics, The Ohio State University and NBER; Department of Economics, The Ohio State University and NBER; 1We thank James Harrigan for useful discussions. In addition, the article has benefited from the comments of seminar participants at North Carolina State University, the University of Otago, and the April 1998 CEPR conference, Vienna Austria. Some of Mark's work in this article was supported by a 1998 Erskine Fellowship at the University of Canterbury, New Zealand.",2002/11/01,International Economic Review,Price Index Convergence Among United States Cities*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00049
138,Ed Hopkins; Robert M. Seymour,"Department of Economics, University of Edinburgh, Edinburgh",2002/11/01,International Economic Review,The Stability of Price Dispersion under Seller and Consumer Learning*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00052
139,Wilbert Van Der Klaauw,,2002/11/01,International Economic Review,Estimating the Effect of Financial Aid Offers on College Enrollment: A Regression–Discontinuity Approach*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00055
140,Josh Ederington,,2002/11/01,International Economic Review,Trade and Domestic Policy Linkage in International Agreements*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00058
141,Motty Perry; Daniel R. Vincent,"Hebrew University Jerusalem, Israel",2002/11/01,International Economic Review,The Optimal Timing of Procurement Decisions and Patent Allocations*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00047
142,Eckhard Janeba,,2002/11/01,International Economic Review,Attracting Fdi in a Politically Risky World*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00051
143,"
            Audra J
            .
           Bowlus; Zvi Eckstein","University of Western Ontario, Canada",2002/11/01,International Economic Review,Discrimination and Skill Differences in an Equilibrium Search Model*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00057
144,Stephen Redding,,2002/11/01,International Economic Review,"Path Dependence, Endogenous Innovation, and Growth*",https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00054
145,James Vercammen,,2002/11/01,International Economic Review,Welfare-improving adverse selection in credit markets*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00046
146,Valerie R. Bencivenga; Elisabeth Huybens; Bruce D. Smith,University of Texas at Austin; University of Texas at Austin,2002/11/01,International Economic Review,What to stabilize in the open economy*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00056
147,Luc Lauwers,,2002/11/01,International Economic Review,A Note on Viable Proposals*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00059
148,Juan Dubra; Efe A. Ok,"Department of Economics, New York University, Universidad de Montevideo",2002/11/01,International Economic Review,A Model of Procedural Decision Making in the Presence of Risk*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00048
149,Allen C. Head,,2002/11/01,International Economic Review,Aggregate Fluctuations with National and International Returns to Scale*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00050
150,Ai-Ting Goh; Jacques Olivier,HEC School of Management and the CEPR; HEC School of Management and the CEPR,2002/11/01,International Economic Review,Optimal Patent Protection in a Two-Sector Economy,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00053
151,Mototsugu Shintani; Oliver Linton,Vanderbilt University; London School of Economics,2003/02/01,International Economic Review,Is There Chaos in The World Economy? A Nonparametric Test Using Consistent Standard Errors*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00073
152,Michael Haliassos; Alexander Michaelides,"University of Cyprus and HERMES; University of Cyprus, London School of Economics, CEPR, and HERMES",2003/02/01,International Economic Review,Portfolio Choice and Liquidity Constraints*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00065
153,Aleksander Berentsen; Guillaume Rocheteau,"Economics Department (WWZ), University of Basel, Switzerland; School of Economics, Australian National University, Australia; Economics Department (WWZ), University of Basel, Switzerland; School of Economics, Australian National University, Australia",2003/02/01,International Economic Review,Money and the gains from trade*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00070
154,Chaim Fershtman; Arthur Fishman; Avi Simhon,"Eitan Berglas School of Economics, Tel Aviv University; Department of Economics, Bar Ilan University; Department of Agricultural Economics, Hebrew University of Jersualem; Eitan Berglas School of Economics, Tel Aviv University; Department of Economics, Bar Ilan University; Department of Agricultural Economics, Hebrew University of Jersualem",2003/02/01,International Economic Review,Inflation And Efficiency In A Search Economy*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00067
155,David Andolfatto; Paul Gomme,Simon Fraser University; Federal Reserve Bank of Cleveland,2003/02/01,International Economic Review,Monetary policy regimes and beliefs*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00061
156,"
            Keir G. Armstrong",,2003/02/01,International Economic Review,A restricted-domain multilateral test approach to the theory of international comparisons*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00062
157,Russell Cooper; Hubert Kempf,"Boston University; Université Paris-I Panthéon-Sorbonne, France; Boston University; Université Paris-I Panthéon-Sorbonne, France",2003/02/01,International Economic Review,Commitment and the adoption of a common currency*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00064
158,"
            Thomas J. Nechyba",,2003/02/01,International Economic Review,"Centralization, Fiscal Federalism, and Private School Attendance*",https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00066
159,Alain Delacroix,,2003/02/01,International Economic Review,Heterogeneous Matching with Transferable Utility: Two Labor Market Applications*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00072
160,"
            Mark M. Pitt; 
            Shahidur R. Khandker; Omar Haider Chowdhury; 
            Daniel L. Millimet",Brown University; World Bank; Bangladesh Institute of Development Studies; Southern Methodist University; Brown University; World Bank; Bangladesh Institute of Development Studies; Southern Methodist University; Brown University; World Bank; Bangladesh Institute of Development Studies; Southern Methodist University,2003/02/01,International Economic Review,Credit programs for the poor and the health status of children in rural bangladesh*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00063
161,"David Canning; 
            Clifford W. Jefferson; 
            John E. Spencer","Queen's University of Belfast, Northern Ireland, U.K.; Queen's University of Belfast, Northern Ireland, U.K.; Queen's University of Belfast, Northern Ireland, U.K.",2003/02/01,International Economic Review,Optimal credit rationing in not-for-profit financial institutions*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00069
162,Michael B. Devereux; Charles Engel; Cédric Tille,University of British Columbia and CEPR; University of Wisconsin and NBER; Federal Reserve Bank of New York; University of British Columbia and CEPR; University of Wisconsin and NBER; Federal Reserve Bank of New York,2003/02/01,International Economic Review,Exchange Rate Pass-Through And The Welfare Effects Of The Euro*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00068
163,John Gross; William L. Holahan,Econweb and Duke University; University of Wisconsin–Milwaukee and University of Birmingham,2003/02/01,International Economic Review,Credible Collusion in Spatially Separated Markets*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00071
164,Wenli Li; John Weinberg,"Board of Governors of the Federal Reserve System, Federal Reserve Bank of Richmond",2003/05/01,International Economic Review,Firm-Specific Learning and the Investment Behavior of Large and Small Firms*,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00082
