Author,Affiliation,Publication Date,Journal Title,Title,URL
Chris J. Lloyd; M. C. Jones,"
 Australian Graduate School of Management, Kensington, 2052, Australia; 
 Statistical Science, Open University, Milton Keynes, MK7 6AA, England",2000-9-1,Journal of the American Statistical Association,Nonparametric Density Estimation from Biased Data with Unknown Biasing Function,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474278
,,2000-9-1,Journal of the American Statistical Association,Book Reviews,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474295
Jonathan Raz,"
 Department of Biostatistics and Epidemiology, School of Medicine, University of Pennsylvania, Philadelphia, PA, USA",2000-9-1,Journal of the American Statistical Association,Comment,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474257
Christopher R. Genovese,,2000-9-1,Journal of the American Statistical Association,Rejoinder,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474259
John D. Kalbfleisch,"
 Department of Statistics and Actuarial Science, University of Waterloo, Waterloo, Ontario, Canada, N2L 3G1",2000-9-1,Journal of the American Statistical Association,Comment,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474266
Jong  Tae Kim,"
 Department of Statistics, Taegu University, Nari-Dong, Jinryang-Myen, Kyungsan, Kyungpook, Korea, 712-714",2000-9-1,Journal of the American Statistical Association,An Order Selection Criterion for Testing Goodness of Fit,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474274
Richard Royall,,2000-9-1,Journal of the American Statistical Association,Rejoinder,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474269
Michael R. Elliott; Roderick J. A. Little; Steve Lewitzky,"
 Department of Biostatistics, University of Michigan, Ann Arbor, MI, 48109, USA; 
 Department of Biostatistics, University of Michigan, Ann Arbor, MI, 48109, USA;
 Department of Biostatistics, University of Michigan, Ann Arbor, MI, 48109; 
 Millennium Pharmaceuticals, Inc., Cambridge, MA, 02139, USA",2000-9-1,Journal of the American Statistical Association,Subsampling Callbacks to Improve Survey Efficiency,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474261
K. J. Worsley,"
 Department of Mathematics and Statistics, McGill University, Montreal, Quebec, H3A 2K6, Canada",2000-9-1,Journal of the American Statistical Association,Comment,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474258
Robert L. Wolpert,"
 Institute of Statistics and Decision Sciences, Duke University, Durham, NC, 27708-0251",2000-9-1,Journal of the American Statistical Association,Comment,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474267
Dave Higdon,"
 Institute of Statistics and Decision Sciences, Duke University, Durham, NC, 27708, USA",2000-9-1,Journal of the American Statistical Association,Comment,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474255
Andrew S. Mugglin; Bradley P. Carlin; Alan E. Gelfand,"
 Department of Statistics, The Ohio State University, Columbus, OH, 43210, USA; 
 Division of Biostatistics, School of Public Health, University of Minnesota, Minneapolis, MN, 55455, USA; 
 Department of Statistics, University of Connecticut, Storrs, CT, 06269, USA",2000-9-1,Journal of the American Statistical Association,Fully Model-Based Approaches for Spatially Misaligned Data,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474279
A. C. M. Wong,"
 Department of Mathematics and Statistics, York University, North York, Ontario, Canada, M3J 1P3",2000-9-1,Journal of the American Statistical Association,Comment,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474268
Diane Lambert,"
 Statistics Research Department, Bell Labs, Lucent Technologies, Murray Hill, NJ, 07974, USA",2000-9-1,Journal of the American Statistical Association,Statistics in the Physical Sciences and Engineering,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474286
Melanie M. Wall; Yasuo Amemiya,"
 Division of Biostatistics, School of Public Health, University of Minnesota, Minneapolis, MN, 55455, USA; State University, Ames, IA, 50011, USA",2000-9-1,Journal of the American Statistical Association,Estimation for Polynomial Structural Equation Models,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474283
Bert Gunter; Dan Holder,"
 Scientific Staff, Merck Research Laboratories, Rahway, NJ, 08540, USA; 
 Scientific Staff, Merck Research Laboratories, West Point, PA, 19486, USA",2000-9-1,Journal of the American Statistical Association,Statistics in Preclinical Pharmaceutical Research and Development,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474293
Richard Royall,"
 Department of Biostatistics, School of Hygiene and Public Health, Johns Hopkins University, Baltimore, MD, 21205, USA",2000-9-1,Journal of the American Statistical Association,On the Probability of Observing Misleading Statistical Evidence,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474264
,,2000-9-1,Journal of the American Statistical Association,Editorial Board Page,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474252
Paul Gustafson,"
 Department of Statistics, University of British Columbia, Vancouver, B.C., Canada, V6T 1Z2",2000-9-1,Journal of the American Statistical Association,Bayesian Regression Modeling with Interactions and Smooth Effects,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474271
David R. Haynor,"
 Department of Radiology, University of Washington, Seattle, WA, 98195, USA",2000-9-1,Journal of the American Statistical Association,Comment,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474254
Michael Evans,"
 Department of Statistics, University of Toronto, Toronto, Ontario, Canada, M5S 3G3",2000-9-1,Journal of the American Statistical Association,Comment,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474265
Zhide Fang; Douglas P. Wiens,"
 Department of Mathematics, University of New Orleans, Lakefront, New Orleans, LA, 70148, USA; 
 Department of Mathematical Sciences, University of Alberta, Edmonton, Alberta, Canada, T6G 2G1",2000-9-1,Journal of the American Statistical Association,"Integer-Valued, Minimax Robust Designs for Estimation and Extrapolation in Heteroscedastic, Approximately Linear Models",https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474272
Jorma Rissanen; Bin Yu,"
 IBM Research, San Jose, CA, USA; 
 Bell Laboratories, Lucent Technologies, University of California, Berkeley, CA, USA",2000-9-1,Journal of the American Statistical Association,Coding and Compression: A Happy Union of Theory and Practice,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474290
Jianqing Fan; Hui-Nien Hung; Wing-Hung Wong,"
 Department of Statistics, University of California, Los Angeles, CA, 90095, USA;
 Department of Statistics, Chinese University of Hong Kong; 
 Institute of Statistics, National Chiao-Tong University, Taiwan; 
 Department of Statistics, University of California, Los Angeles, CA, 90095, USA",2000-9-1,Journal of the American Statistical Association,Geometric Understanding of Likelihood Ratio Statistics,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474275
Zongwu Cai; Jianqing Fan; Runze Li,"
 Department of Mathematics, University of North Carolina, Charlotte, NC, 28223, USA; 
 Department of Statistics, University of California, Los Angeles, CA, 90095, USA; 
 Department of Statistics, University of North Carolina, Chapel Hill, NC, 27599, USA",2000-9-1,Journal of the American Statistical Association,Efficient Estimation and Inferences for Varying-Coefficient Models,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474280
Gilles Celeux; Merrilee Hurn; Christian P. Robert,"
 INRIA Rhône-Alpes, 38330, Grenoble, France; 
 Department of Mathematics, University of Bath, BA2 7AY, U.K.; 
 Laboratoire de Statistique, CREST-ENSAE, Timbre J340, 92245, Malakoff Cedex, France",2000-9-1,Journal of the American Statistical Association,Computational and Inferential Difficulties with Mixture Posterior Distributions,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474285
Xiaotong Shen,"
 Department of Statistics, Ohio State University, Columbus, OH, 43210, USA",2000-9-1,Journal of the American Statistical Association,Linear Regression with Current Status Data,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474276
,,2000-9-1,Journal of the American Statistical Association,Telegraphic Review,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474296
Arnold J. Stromberg; Ola Hössjer; Douglas M. Hawkins,"
 Department of Statistics, University of Kentucky, Lexington, KY, 40506, USA; 
 Center of Mathematics, Lund University, 5-221 00, Lund, Sweden; 
 School of Statistics, University of Minnesota, Minneapolis, MN, 55455, USA",2000-9-1,Journal of the American Statistical Association,The Least Trimmed Differences Regression Estimator and Alternatives,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474277
David Vere-Jones,"University, Wellington, New Zealand",2000-9-1,Journal of the American Statistical Association,Seismology—A Statistical Vignette,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474288
Zachary G. Stoumbos; Marion R. Reynolds Jr.; Thomas P. Ryan; William H. Woodall,"
 Department of Management Science and Information Systems and Rutgers Center for Operations Research, Rutgers, The State University of New Jersey, Newark, NJ, 07102, USA; Polytechnic Institute and State University, Blacksburg, VA, 24061, USA; 
 Department of Statistics, University of Michigan, Ann Arbor, MI, 48109, USA; Polytechnic Institute and State University, Blacksburg, VA, 24061, USA",2000-9-1,Journal of the American Statistical Association,The State of Statistical Process Control as We Proceed into the 21st Century,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474292
Dan A. Black; Mark C. Berger; Frank A. Scott,"Center, Center for Policy Research, Syracuse University, Syracuse, NY, 13244, USA; 
 Department of Economics, Gatton College of Business and Economics, The University of Kentucky, Lexington, KY, 40506, USA; 
 Department of Economics, Gatton College of Business and Economics, The University of Kentucky, Lexington, KY, 40506, USA",2000-9-1,Journal of the American Statistical Association,Bounding Parameter Estimates with Nonclassical Measurement Error,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474262
,,2000-9-1,Journal of the American Statistical Association,Corrections,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474297
Vijay Nair; Mark Hansen; Jan Shi,"
 University of Michigan, Ann Arbor, USA; 
 Bell Laboratories, Lucent Technologies; 
 University of Michigan, Ann Arbor, USA",2000-9-1,Journal of the American Statistical Association,Statistics in Advanced Manufacturing,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474294
W. Yung; J. N. K. Rao,"
 Business Survey Methods Division, Statistics Canada, Ottawa, Ontario, K1A 0T6, Canada; 
 School of Mathematics and Statistics, Carleton University, Ottawa, Ontario, K1S 5B6, Canada",2000-9-1,Journal of the American Statistical Association,Jackknife Variance Estimation under Imputation for Estimators Using Poststratification Information,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474281
Christopher R. Genovese,"
 Department of Statistics, Carnegie Mellon University, Pittsburgh, PA, 15213, USA",2000-9-1,Journal of the American Statistical Association,A Bayesian Time-Course Model for Functional Magnetic Resonance Imaging Data,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474253
Zongwu Cai; Jianqing Fan; Qiwei Yao,"
 Department of Mathematics, University of North Carolina, Charlotte, NC, 28223, USA; 
 Department of Statistics, University of California, Los Angeles, CA, 90095, USA; 
 Department of Statistics, London School of Economics, London, WC2A 2AE, U.K.",2000-9-1,Journal of the American Statistical Association,Functional-Coefficient Regression Models for Nonlinear Time Series,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474284
R.  Dennis Cook; Frank Critchley,"
 Department of Applied Statistics, University of Minnesota, St. Paul, MN, 55108, USA; 
 School of Mathematics and Statistics, The Open University, Milton Keynes, U.K., MK7 6AA",2000-9-1,Journal of the American Statistical Association,Identifying Regression Outliers and Mixtures Graphically,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474270
Ralph B. D'Agostino Jr.; Donald B. Rubin,"
 Department of Public Health Sciences, Section on Biostatistics, Wake Forest University School of Medicine, Winston-Salem, NC, 27157, USA; 
 Department of Statistics, Harvard University, Cambridge, MA, 02138, USA",2000-9-1,Journal of the American Statistical Association,Estimating and Using Propensity Scores with Partially Missing Data,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474263
Doug Nychka,"
 Geophysical Statistics Project, National Center for Atmospheric Research, Boulder, CO, 80307, USA",2000-9-1,Journal of the American Statistical Association,Challenges in Understanding the Atmosphere,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474287
William S. Cleveland; Don X. Sun,"Mining Research, Bell Labs, Murray Hill, NJ, 07901, USA; Mining Research, Bell Labs, Murray Hill, NJ, 07901, USA",2000-9-1,Journal of the American Statistical Association,Internet Traffic Data,https://www.tandfonline.com/doi/abs/10.1080/01621459.2000.10474289
