Author,Affiliation,Publication Date,Journal Title,Title,URL,,,,,,,,,,,,,,,,,,,,
Carl S Bonham; Richard H Cohen," Department of Economics, University of Hawaii at Manoa, Honolulu, HI 96822 ;  Division of Business and Economics, Lyon College, Batesville, AR 72501 ",2001/7/1,Journal of Business & Economic Statistics,"To Aggregate, Pool, or Neither",https://www.tandfonline.com/doi/abs/10.1198/073500101681019936,,,,,,,,,,,,,,,,,,,,
Hikaru Hasegawa; Hideo Kozumi," Graduate School of Economics and Business Administration, Hokkaido University, Sapporo, Hokkaido, 060-0809, Japan ;  Graduate School of Economics and Business Administration, Hokkaido University, Sapporo, Hokkaido, 060-0809, Japan ",2001/7/1,Journal of Business & Economic Statistics,Bayesian Analysis on Engel Curves Estimation With Measurement Errors and an Instrumental Variable,https://www.tandfonline.com/doi/abs/10.1198/073500101681019945,,,,,,,,,,,,,,,,,,,,
Víctor Gómez,"Universidad Carlos III de Madrid, 28903 Getafe (Madrid) Spain ",2001/7/1,Journal of Business & Economic Statistics,The Use of Butterworth Filters for Trend and Cycle Estimation in Economic Time Series,https://www.tandfonline.com/doi/abs/10.1198/073500101681019909,,,,,,,,,,,,,,,,,,,,
Andreas Beyer," European Central Bank, D-60311 Frankfurt am Main, Germany ",2001/7/1,Journal of Business & Economic Statistics,A Formalization of Seasonal Encompassing With an Application to a German Macromodel,https://www.tandfonline.com/doi/abs/10.1198/073500101681019963,,,,,,,,,,,,,,,,,,,,
Jeffrey Racine," Department of Economics, College of Business Administration, University of South Florida, Tampa, FL 33620 ",2001/7/1,Journal of Business & Economic Statistics,On the Nonlinear Predictability of Stock Returns Using Financial and Economic Variables,https://www.tandfonline.com/doi/abs/10.1198/073500101681019927,,,,,,,,,,,,,,,,,,,,
Jörg Breitung," Humboldt-Universität zu Berlin, Institut für Statistik und ?konometrie, D-10178 Berlin, Germany ",2001/7/1,Journal of Business & Economic Statistics,Rank Tests for Nonlinear Cointegration,https://www.tandfonline.com/doi/abs/10.1198/073500101681019981,,,,,,,,,,,,,,,,,,,,
John C Robertson; Ellis W Tallman," Research Department, Federal Reserve Bank of Atlanta, Atlanta, GA 30303  ;  Research Department, Federal Reserve Bank of Atlanta, Atlanta, GA 30303  ",2001/7/1,Journal of Business & Economic Statistics,Improving Federal-Funds Rate Forecasts in VAR Models Used for Policy Analysis,https://www.tandfonline.com/doi/abs/10.1198/073500101681019972,,,,,,,,,,,,,,,,,,,,
Edwin S Iversen Jr," Institute of Statistics and Decision Sciences, Duke University, Durham, NC 27708-0251 ",2001/7/1,Journal of Business & Economic Statistics,Spatially Disaggregated Real Estate Indices,https://www.tandfonline.com/doi/abs/10.1198/073500101681019990,,,,,,,,,,,,,,,,,,,,
Allan Timmermann,"Jolla, CA 92093-0508 ",2001/7/1,Journal of Business & Economic Statistics,"Structural Breaks, Incomplete Information, and Stock Prices",https://www.tandfonline.com/doi/abs/10.1198/073500101681019954,,,,,,,,,,,,,,,,,,,,
Chae-Shick Chung; George Tauchen,";  Department of Economics, Duke University, Durham, NC 27708-0097 ",2001/7/1,Journal of Business & Economic Statistics,Testing Target-Zone Models Using Efficient Method of Moments,https://www.tandfonline.com/doi/abs/10.1198/073500101681019891,,,,,,,,,,,,,,,,,,,,
Jeffrey R Kling," Department of Economics and Woodrow Wilson School, Princeton University, Princeton NJ 08544 ",2001/7/1,Journal of Business & Economic Statistics,Interpreting Instrumental Variables Estimates of the Returns to Schooling,https://www.tandfonline.com/doi/abs/10.1198/073500101681020006,,,,,,,,,,,,,,,,,,,,
Anindya Roy; Wayne A Fuller," Department of Mathematics and Statistics, University of Maryland, Baltimore County, Baltimore, MD 21250 ; State University, Ames, IA 50011",2001/10/1,Journal of Business & Economic Statistics,Estimation for Autoregressive Time Series With a Root Near 1,https://www.tandfonline.com/doi/abs/10.1198/07350010152596736,,,,,,,,,,,,,,,,,,,,
Jaap H Abbring; Gerard J Van Den Berg; Jan C Van Ours," Department of Economics, Free University, 1081 HV Amsterdam, The Netherlands ;  Department of Economics, Free University, Tinbergen Institute, and CEPR ;  Department of Economics, Tilburg University, CentER for Economic Research, and CEPR ",2001/10/1,Journal of Business & Economic Statistics,Business Cycles and Compositional Variation in U.S. Unemployment,https://www.tandfonline.com/doi/abs/10.1198/07350010152596682,,,,,,,,,,,,,,,,,,,,
Badi H Baltagi; James M Griffin," Department of Economics, Texas A&M University, College Station, TX 77843-4228 ;  Department of Economics, Texas A&M University, College Station, TX 77843-4228 ",2001/10/1,Journal of Business & Economic Statistics,The Econometrics of Rational Addiction,https://www.tandfonline.com/doi/abs/10.1198/07350010152596691,,,,,,,,,,,,,,,,,,,,
Siddhartha Chib; Rainer Winkelmann," John M. Olin School of Business, Washington University, St. Louis MO 63130 ;  IZA Bonn, 53072 Bonn, Germany ",2001/10/1,Journal of Business & Economic Statistics,Markov Chain Monte Carlo Analysis of Correlated Count Data,https://www.tandfonline.com/doi/abs/10.1198/07350010152596673,,,,,,,,,,,,,,,,,,,,
Raquel Carrasco," Departamento de Economia, Universidad Carlos III de Madrid, Madrid, Spain ",2001/10/1,Journal of Business & Economic Statistics,Binary Choice With Binary Endogenous Regressors in Panel Data,https://www.tandfonline.com/doi/abs/10.1198/07350010152596637,,,,,,,,,,,,,,,,,,,,
Jeremy Berkowitz," Graduate School of Management, University of California, Irvine, CA 92697-3125 ",2001/10/1,Journal of Business & Economic Statistics,"Testing Density Forecasts, With Applications to Risk Management",https://www.tandfonline.com/doi/abs/10.1198/07350010152596718,,,,,,,,,,,,,,,,,,,,
Charles R Nelson; Jeremy Piger; Eric Zivot," Department of Economics, University of Washington, Seattle, WA 98195 ;  Federal Reserve Board, Washington, DC 20551 ;  Department of Economics, University of Washington, Seattle, WA 98195 ",2001/10/1,Journal of Business & Economic Statistics,Markov Regime Switching and Unit-Root Tests,https://www.tandfonline.com/doi/abs/10.1198/07350010152596655,,,,,,,,,,,,,,,,,,,,
Gabriele Fiorentini; Christophe Planas," Department of Economics, University of Alicante, Alicante, Spain ; (VA), Italy ",2001/10/1,Journal of Business & Economic Statistics,Overcoming Nonadmissibility in ARIMA-Model-Based Signal Extraction,https://www.tandfonline.com/doi/abs/10.1198/07350010152596709,,,,,,,,,,,,,,,,,,,,
Christopher J Neely; Amlan Roy; Charles H Whiteman," Federal Reserve Bank of St. Louis, St. Louis, MO 63102 ;  Credit Suisse First Boston, London and Financial Markets Group, London School of Economics, London, United Kingdom ; City, IA 52242-1000 ",2001/10/1,Journal of Business & Economic Statistics,Risk Aversion Versus Intertemporal Substitution,https://www.tandfonline.com/doi/abs/10.1198/07350010152596646,,,,,,,,,,,,,,,,,,,,
Stephen G Cecchetti; Robert W Rich," Department of Economics, The Ohio State University, Columbus, OH 43210-1172 ;  Domestic Research Function, Federal Reserve Bank of New York, New York, NY 10045-0001 ",2001/10/1,Journal of Business & Economic Statistics,Structural Estimates of the U.S. Sacrifice Ratio,https://www.tandfonline.com/doi/abs/10.1198/07350010152596664,,,,,,,,,,,,,,,,,,,,
Dean R Hyslop; Guido W Imbens,"at Los Angeles, Los Angeles, CA 90095 ; at Los Angeles, Los Angeles, CA 90095; Department of Economics, University of California, Berkeley, CA 94720; National Bureau of Economic Research, Cambridge, MA",2001/10/1,Journal of Business & Economic Statistics,Bias From Classical and Other Forms of Measurement Error,https://www.tandfonline.com/doi/abs/10.1198/07350010152596727,,,,,,,,,,,,,,,,,,,,
Kevin M Murphy; Robert H Topel," Graduate School of Business, University of Chicago, 1101 East 58th Street, Chicago, IL 60637;  Graduate School of Business, University of Chicago, 1101 East 58th Street, Chicago, IL 60637",2002/1/1,Journal of Business & Economic Statistics,Estimation and Inference in Two-Step Econometric Models,https://www.tandfonline.com/doi/abs/10.1198/073500102753410417,,,,,,,,,,,,,,,,,,,,
G. William Schwert," William E. Simon Graduate School of Business Administration, University of Rochester, Rochester, NY 14627",2002/1/1,Journal of Business & Economic Statistics,Tests for Unit Roots,https://www.tandfonline.com/doi/abs/10.1198/073500102753410354,,,,,,,,,,,,,,,,,,,,
Eric Jacquier; Nicholas G Polson; Peter E Rossi," Johnson Graduate School of Management, Cornell University, Ithaca, NY 14853;  Graduate School of Business, University of Chicago, Chicago, IL 60637;  Graduate School of Business, University of Chicago, Chicago, IL 60637",2002/1/1,Journal of Business & Economic Statistics,Bayesian Analysis of Stochastic Volatility Models,https://www.tandfonline.com/doi/abs/10.1198/073500102753410408,,,,,,,,,,,,,,,,,,,,
David E Runkle," Research Department, Federal Reserve Bank of Minneapolis, Minneapolis, MN 55480",2002/1/1,Journal of Business & Economic Statistics,Vector Autoregressions and Reality,https://www.tandfonline.com/doi/abs/10.1198/073500102753410435,,,,,,,,,,,,,,,,,,,,
Francis X Diebold; Robert S Mariano," Department of Economics, University of Pennsylvania, Philadelphia, PA 19104-6297, and National Bureau of Economic Research, Cambridge, MA 02138;  Department of Economics, University of Pennsylvania, Philadelphia, PA 19104-6297",2002/1/1,Journal of Business & Economic Statistics,Comparing Predictive Accuracy,https://www.tandfonline.com/doi/abs/10.1198/073500102753410444,,,,,,,,,,,,,,,,,,,,
Bruce E Hanson," Department of Economics, University of Rochester, Rochester, NY 14627",2002/1/1,Journal of Business & Economic Statistics,Tests for Parameter Instability in Regressions With I(1) Processes,https://www.tandfonline.com/doi/abs/10.1198/073500102753410381,,,,,,,,,,,,,,,,,,,,
David A Dickey; Sastry G Pantula,"State University, Raleigh, NC 27695-8203; State University, Raleigh, NC 27695-8203",2002/1/1,Journal of Business & Economic Statistics,Determining the Order of Differencing in Autoregressive Processes,https://www.tandfonline.com/doi/abs/10.1198/073500102753410363,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Richard T Baillie; Tim Bollerslev," Department of Economics, Michigan State University, East Lansing, MI 48824;  Department of Finance, Northwestern University, Evanston, IL 60208",2002/1/1,Journal of Business & Economic Statistics,The Message in Daily Exchange Rates,https://www.tandfonline.com/doi/abs/10.1198/073500102753410390,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
William R Bell; Steven C Hillmer," Statistical Research Division, U.S. Bureau of the Census, Department of Commerce, Washington, DC 20233;  School of Business, University of Kansas, Lawrence, KS 66045",2002/1/1,Journal of Business & Economic Statistics,Issues Involved With the Seasonal Adjustment of Economic Time Series,https://www.tandfonline.com/doi/abs/10.1198/073500102753410426,,,,,,,,,,,,,,,,,,,,
Eric Zivot; Donald W. K Andrews," Cowles Foundation for Research in Economics, Yale University, New Haven, CT 06520;  Cowles Foundation for Research in Economics, Yale University, New Haven, CT 06520",2002/1/1,Journal of Business & Economic Statistics,"Further Evidence on the Great Crash, the Oil-Price Shock, and the Unit-Root Hypothesis",https://www.tandfonline.com/doi/abs/10.1198/073500102753410372,,,,,,,,,,,,,,,,,,,,
George J Jiang; John L Knight,"M3J 1P3 , and Finance Department, University of Arizona, Tucson, AZ 85721-0108; N6A 5C2 ",2002/4/1,Journal of Business & Economic Statistics,Estimation of Continuous-Time Processes via the Empirical Characteristic Function,https://www.tandfonline.com/doi/abs/10.1198/073500102317351958,,,,,,,,,,,,,,,,,,,,
Luigi Guiso; Tullio Jappelli; Luigi Pistaferri,"Due Macelli 73, 00187 Rome, Italy ;  CSEF, Department of Economics, Universit? di Salerno, 84084 Fisciano Salerno, Italy ;  Department of Economics, Stanford University, Stanford, CA 94305-6072 ",2002/4/1,Journal of Business & Economic Statistics,An Empirical Analysis of Earnings and Employment Risk,https://www.tandfonline.com/doi/abs/10.1198/073500102317351985,,,,,,,,,,,,,,,,,,,,
Guo Ying Luo," Department of Finance and Economics, Rutgers University, Piscataway, NJ 08854 ",2002/4/1,Journal of Business & Economic Statistics,Collective Decision-Making and Heterogeneity in Tastes,https://www.tandfonline.com/doi/abs/10.1198/073500102317351967,,,,,,,,,,,,,,,,,,,,
Hirokatsu Asano,"University, Musashino, Tokyo, 180 8629 Japan ",2002/4/1,Journal of Business & Economic Statistics,Costly Reversible Investment With Fixed Costs,https://www.tandfonline.com/doi/abs/10.1198/073500102317351976,,,,,,,,,,,,,,,,,,,,
Nikolay Gospodinov,H3G 1M8 ,2002/4/1,Journal of Business & Economic Statistics,Bootstrap-Based Inference in Models With a Nearly Noninvertible Moving Average Component,https://www.tandfonline.com/doi/abs/10.1198/073500102317351994,,,,,,,,,,,,,,,,,,,,
Andrew Ang; Geert Bekaert,"Business School and National Bureau of Economic Research, 3022 Broadway 805 Uris, New York, NY 10027 ; University and National Bureau of Economic Research, 3022 Broadway 802 Uris, New York, NY 10027 ",2002/4/1,Journal of Business & Economic Statistics,Regime Switches in Interest Rates,https://www.tandfonline.com/doi/abs/10.1198/073500102317351930,,,,,,,,,,,,,,,,,,,,
A. M. Robert Taylor," Department of Economics, University of Birmingham, Edgbaston, Birmingham, B15 2TT, United Kingdom ",2002/4/1,Journal of Business & Economic Statistics,Regression-Based Unit Root Tests With Recursive Mean Adjustment for Seasonal and Nonseasonal Time Series,https://www.tandfonline.com/doi/abs/10.1198/073500102317352001,,,,,,,,,,,,,,,,,,,,
Markku Lanne; Pentti Saikkonen," Department of Economics, University of Helsinki, Finland ;  Department of Statistics, University of Helsinki, Finland ",2002/4/1,Journal of Business & Economic Statistics,Threshold Autoregressions for Strongly Autocorrelated Time Series,https://www.tandfonline.com/doi/abs/10.1198/073500102317352010,,,,,,,,,,,,,,,,,,,,
James H Stock; Mark W Watson," Kennedy School of Government, Harvard University, and National Bureau of Economic Research, Cambridge, MA 02138;  Woodrow Wilson School, Princeton University, Princeton, NJ 08544, and National Bureau of Economic Research",2002/4/1,Journal of Business & Economic Statistics,Macroeconomic Forecasting Using Diffusion Indexes,https://www.tandfonline.com/doi/abs/10.1198/073500102317351921,,,,,,,,,,,,,,,,,,,,
Duangkamon Chotikapanich; William E Griffiths,; ,2002/4/1,Journal of Business & Economic Statistics,Estimating Lorenz Curves Using a Dirichlet Distribution,https://www.tandfonline.com/doi/abs/10.1198/073500102317352029,,,,,,,,,,,,,,,,,,,,
Daniel R Smith,V6T 1Z2 ,2002/4/1,Journal of Business & Economic Statistics,Markov-Switching and Stochastic Volatility Diffusion Models of Short-Term Interest Rates,https://www.tandfonline.com/doi/abs/10.1198/073500102317351949,,,,,,,,,,,,,,,,,,,,
Duncan K. H Fong; Scott E Pammer; Steven F Arnold; Gary E Bolton,"State University, University Park, PA 16802 ;  Minitab, Inc., 3081 Enterprise Drive, State College, PA 16801 ; State University, University Park, PA 16802 ; State University, University Park, PA 16802 ",2002/7/1,Journal of Business & Economic Statistics,Reanalyzing Ultimatum Bargaining?�Comparing Nondecreasing Curves Without Shape Constraints,https://www.tandfonline.com/doi/abs/10.1198/073500102288618540,,,,,,,,,,,,,,,,,,,,
Y. K Tse; Albert K. C Tsui," School of Business, Singapore Management University, Singapore 259756 ;  Department of Economics, National University of Singapore, Singapore 119260 ",2002/7/1,Journal of Business & Economic Statistics,A Multivariate Generalized Autoregressive Conditional Heteroscedasticity Model With Time-Varying Correlations,https://www.tandfonline.com/doi/abs/10.1198/073500102288618496,,,,,,,,,,,,,,,,,,,,
Timothy C Johnson," London Business School, Sussex Place, Regent's Park, London NW1 4SA, United Kingdom ",2002/7/1,Journal of Business & Economic Statistics,"Volatility, Momentum, and Time-Varying Skewness in Foreign Exchange Returns",https://www.tandfonline.com/doi/abs/10.1198/073500102288618522,,,,,,,,,,,,,,,,,,,,
Garland B Durham; A. Ronald Gallant,"City, IA 52242-1000 ;  Department of Economics, University of North Carolina, Chapel Hill, NC 27599-3305 ",2002/7/1,Journal of Business & Economic Statistics,Numerical Techniques for Maximum Likelihood Estimation of Continuous-Time Diffusion Processes,https://www.tandfonline.com/doi/abs/10.1198/073500102288618397,,,,,,,,,,,,,,,,,,,,
